Activity ID,Activity Name,Original Duration,wbs_id,pred_list,pred_details,succ_list,succ_details,start_date,end_date,Duration
HE-GS-110,"Re-Issue for Approval - Geo Technical Survey Report 56"" Line",48,P2543-R01-Oct24..1.EN.2.3.1,HE-GS-100,HE-GS-100: FS,HE-GS-120,HE-GS-120: FS,2024-03-18 00:00:00,2024-05-31 00:00:00,74
HE-GS-120,"Obtain Company Approval - Geo Technical Survey Report 56"" Line",36,P2543-R01-Oct24..1.EN.2.3.1,HE-GS-110,HE-GS-110: FS,HE-GS-130,HE-GS-130: FS,2024-06-03 07:30:00,2024-07-26 17:30:00,53
HE-GS-130,"Final Issue for Design/ Construction-Geotechnical Survey Report 56"" Line",25,P2543-R01-Oct24..1.EN.2.3.1,HE-GS-120,HE-GS-120: FS,ML1008-B03,ML1008-B03: FS,2024-07-29 07:30:00,2024-08-30 17:30:00,32
HE-GS-190,"Issue ICR - Geo Technical Survey Report 4"" Line",4,P2543-R01-Oct24..1.EN.2.3.2,"HE-SS-0040, HE-GS-140","HE-SS-0040: FS, HE-GS-140: FS","HE-PL-0250, HE-GS-150","HE-PL-0250: FS, HE-GS-150: FS",2024-03-10 00:00:00,2024-03-17 00:00:00,7
HE-GS-150,"Receive Company Comments - Geo Technical Survey Report 4"" Line",4,P2543-R01-Oct24..1.EN.2.3.2,HE-GS-190,HE-GS-190: FS,HE-GS-160,HE-GS-160: FS,2024-03-18 00:00:00,2024-03-25 00:00:00,7
HE-GS-160,"Re-Issue for Approval - Geo Technical Survey Report 4"" Line",22,P2543-R01-Oct24..1.EN.2.3.2,HE-GS-150,HE-GS-150: FS,HE-GS-170,HE-GS-170: FS,2024-03-26 00:00:00,2024-05-01 17:30:00,36
HE-GS-170,"Obtain Company Approval - Geo Technical Survey Report 4"" Line",2,P2543-R01-Oct24..1.EN.2.3.2,HE-GS-160,HE-GS-160: FS,HE-GS-180,HE-GS-180: FS,2024-05-10 00:00:00,2024-05-14 00:00:00,4
HE-GS-180,"Final Issue for Design/ Construction-Geotechnical Survey Report 4"" Line",5,P2543-R01-Oct24..1.EN.2.3.2,HE-GS-170,HE-GS-170: FS,"HE-PL-2550, HE-PL-3570","HE-PL-2550: FS, HE-PL-3570: FS",2024-05-20 00:00:00,2024-05-26 00:00:00,6
HE-DB-0010,Issue ICR-Design Basis,7,P2543-R01-Oct24..1.EN.3.3,ML1002,ML1002: SS 5,"HE-PR-0850, HE-PI-0010, HE-CP-0010, HE-HS-0010, HE-PL-0610, HE-PR-0110, HE-DB-0020, HE-PR-0040, HE-IC-0010, HE-CS-0010, HE-PL-0790, HE-PR-1240, HE-DB-80, HE-DB-130, HE-EL-180, HE-PR-0310, HE-PR-0430, HE-PR-0490, HE-PR-0550, HE-PR-1260, HE-ME-270, HE-CS-156","HE-PR-0850: FS, HE-PI-0010: FS, HE-CP-0010: FS, HE-HS-0010: SS, HE-PL-0610: FS, HE-PR-0110: FS, HE-DB-0020: FS, HE-PR-0040: FF 4, HE-IC-0010: FS, HE-CS-0010: FS, HE-PL-0790: FS, HE-PR-1240: FS, HE-DB-80: FS, HE-DB-130: FS 5, HE-EL-180: FS, HE-PR-0310: FS 4",2023-07-23 00:00:00,2023-08-02 00:00:00,10
HE-DB-0020,Receive Company Comments-Design Basis,6,P2543-R01-Oct24..1.EN.3.3,HE-DB-0010,HE-DB-0010: FS,"HE-DB-0030, HE-WS-0020, HE-HV-180","HE-DB-0030: FS, HE-WS-0020: FS, HE-HV-180: FS",2023-08-02 00:00:00,2023-08-10 00:00:00,8
HE-DB-0030,Re-Issue for Approval-Design Basis,19,P2543-R01-Oct24..1.EN.3.3,HE-DB-0020,HE-DB-0020: FS,"HE-DB-0040, HE-TL-2490","HE-DB-0040: FS, HE-TL-2490: FS 2",2023-08-11 00:00:00,2023-09-07 00:00:00,27
HE-DB-0040,Obtain Company Approval-Design Basis,7,P2543-R01-Oct24..1.EN.3.3,HE-DB-0030,HE-DB-0030: FS,HE-DB-0050,HE-DB-0050: FS,2023-09-08 00:00:00,2023-09-19 00:00:00,11
HE-DB-0050,Final Issue for Design-Design Basis,5,P2543-R01-Oct24..1.EN.3.3,HE-DB-0040,HE-DB-0040: FS,"HE-HV-180, ML1005-B01","HE-HV-180: FS, ML1005-B01: FS",2023-11-08 00:00:00,2023-11-15 00:00:00,7
HE-PR-0040,Issue ICR- Process Flow Diagrams ( New + Existing),3,P2543-R01-Oct24..1.EN.3.7,HE-DB-0010,HE-DB-0010: FF 4,"ML1219-B19, HE-PR-1130, HE-PI-0170, HE-PR-0870, HE-PR-0450, HE-PR-0570, HE-PR-1280, HE-PR-1330, HE-PR-1380, HE-PR-1430, HE-PR-1480, HE-PR-1530, HE-PR-1580, HE-HS-0970, HE-PI-0150, HE-HS-0670, HE-WS-0050, HE-HS-0490, HE-PI-0130, C-COM-790, CAB-5290, ML1012-","ML1219-B19: FF, HE-PR-1130: FS, HE-PI-0170: FS, HE-PR-0870: FS, HE-PR-0450: FS, HE-PR-0570: FS, HE-PR-1280: FS, HE-PR-1330: FS, HE-PR-1380: FS, HE-PR-1430: FS, HE-PR-1480: FS, HE-PR-1530: FS, HE-PR-1580: FS, HE-HS-0970: FS, HE-PI-0150: FS, HE-HS-0670: FS,",2023-08-04 00:00:00,2023-08-09 00:00:00,5
HE-PR-0050,Receive Company Comments- Process Flow Diagrams ( New + Existing),10,P2543-R01-Oct24..1.EN.3.7,HE-PR-0040,HE-PR-0040: FS,"HE-PR-0060, HE-WS-0020, HE-PI-0320, HE-PI-0390","HE-PR-0060: FS, HE-WS-0020: FS, HE-PI-0320: FS, HE-PI-0390: FS",2023-08-15 00:00:00,2023-08-29 00:00:00,14
HE-PR-0070,Re-Issue after incorporating HAZOP /Review Comments- Process Flow Diagrams ( New + Existing),5,P2543-R01-Oct24..1.EN.3.7,"HE-PR-0630, HE-HS-0670, HE-PR-0060","HE-PR-0630: FS, HE-HS-0670: FF, HE-PR-0060: FS","ML1219-B19, HE-PR-1130, HE-PI-0170, HE-PR-0870, HE-PR-0450, HE-PR-0570, HE-PR-1280, HE-PR-1330, HE-PR-1380, HE-PR-1430, HE-PR-1480, HE-PR-1530, HE-PR-1580, HE-PR-1050, HE-PI-0420, HE-PI-0490, HE-PI-0350, HE-PI-0560, HE-PR-0140, HE-PR-0080, HE-PI-0620, ML12","ML1219-B19: FF, HE-PR-1130: FS, HE-PI-0170: FS, HE-PR-0870: FS, HE-PR-0450: FS, HE-PR-0570: FS, HE-PR-1280: FS, HE-PR-1330: FS, HE-PR-1380: FS, HE-PR-1430: FS, HE-PR-1480: FS, HE-PR-1530: FS, HE-PR-1580: FS, HE-PR-1050: FS, HE-PI-0420: FS, HE-PI-0490: FS,",2023-09-11 00:00:00,2023-09-18 00:00:00,7
HE-PR-0080,Obtain Company Approval- Process Flow Diagrams ( New + Existing),5,P2543-R01-Oct24..1.EN.3.7,HE-PR-0070,HE-PR-0070: FS,HE-PR-0090,HE-PR-0090: FS,2023-09-19 00:00:00,2023-09-26 00:00:00,7
HE-PR-0060,Re-Issue for HAZOP Studies- Process Flow Diagrams ( New + Existing),18,P2543-R01-Oct24..1.EN.3.7,"HE-WS-0030, HE-PR-0050","HE-WS-0030: FS, HE-PR-0050: FS","ML1219-B19, HE-PR-1130, HE-PI-0170, HE-PR-0870, HE-PR-0450, HE-PR-0570, HE-PR-1280, HE-PR-1330, HE-PR-1380, HE-PR-1430, HE-PR-1480, HE-PR-1530, HE-PR-1580, HE-HS-0970, HE-PI-0150, HE-HS-0670, HE-WS-0050, HE-HS-0490, HE-PI-0130, C-COM-790, CAB-5290, HE-PR-0","ML1219-B19: FF, HE-PR-1130: FS, HE-PI-0170: FS, HE-PR-0870: FS, HE-PR-0450: FS, HE-PR-0570: FS, HE-PR-1280: FS, HE-PR-1330: FS, HE-PR-1380: FS, HE-PR-1430: FS, HE-PR-1480: FS, HE-PR-1530: FS, HE-PR-1580: FS, HE-HS-0970: FS, HE-PI-0150: FS, HE-HS-0670: FS,",2023-09-01 00:00:00,2023-09-27 00:00:00,26
HE-PR-0090,Final Issue for Design/ Construction-Process Flow Diagrams ( New + Existing),203,P2543-R01-Oct24..1.EN.3.7,"HE-PR-0080, HE-PR-0650","HE-PR-0080: FS, HE-PR-0650: FS","ML1219-B19, HE-PR-0160, ML1014-B10, HE-PI-0580, HE-PI-0510, HE-PI-0370, HE-PI-0440, HE-PI-0620, ML1219-B29, CAB-4400","ML1219-B19: FF, HE-PR-0160: FS, ML1014-B10: FS, HE-PI-0580: FS, HE-PI-0510: FS, HE-PI-0370: FS, HE-PI-0440: FS, HE-PI-0620: FS, ML1219-B29: FF, CAB-4400: FS",2023-10-23 00:00:00,2024-08-16 17:30:00,298
HE-PR-1240,Issue ICR- H&MB Report,6,P2543-R01-Oct24..1.EN.3.19,HE-DB-0010,HE-DB-0010: FS,"ML1219-B19, HE-PR-1130, HE-PI-0170, HE-PR-0870, HE-PR-0450, HE-PR-0570, HE-PR-1280, HE-PR-1330, HE-PR-1380, HE-PR-1430, HE-PR-1480, HE-PR-1530, HE-PR-1580, HE-HS-0970, HE-PI-0150, HE-HS-0670, HE-WS-0050, HE-HS-0490, HE-PI-0130, C-COM-790, CAB-5290, ML1012-","ML1219-B19: FF, HE-PR-1130: FS, HE-PI-0170: FS, HE-PR-0870: FS, HE-PR-0450: FS, HE-PR-0570: FS, HE-PR-1280: FS, HE-PR-1330: FS, HE-PR-1380: FS, HE-PR-1430: FS, HE-PR-1480: FS, HE-PR-1530: FS, HE-PR-1580: FS, HE-HS-0970: FS, HE-PI-0150: FS, HE-HS-0670: FS,",2023-08-04 00:00:00,2023-08-14 00:00:00,10
HE-PR-1250,Receive Company Comments-  H&MB Report,8,P2543-R01-Oct24..1.EN.3.19,HE-PR-1240,HE-PR-1240: FS,"ML1219-B19, HE-PR-1130, HE-PI-0170, HE-PR-0870, HE-PR-0450, HE-PR-0570, HE-PR-1280, HE-PR-1330, HE-PR-1380, HE-PR-1430, HE-PR-1480, HE-PR-1530, HE-PR-1580, HE-HS-0970, HE-PI-0150, HE-HS-0670, HE-WS-0050, HE-HS-0490, HE-PI-0130, C-COM-790, CAB-5290, HE-PR-0","ML1219-B19: FF, HE-PR-1130: FS, HE-PI-0170: FS, HE-PR-0870: FS, HE-PR-0450: FS, HE-PR-0570: FS, HE-PR-1280: FS, HE-PR-1330: FS, HE-PR-1380: FS, HE-PR-1430: FS, HE-PR-1480: FS, HE-PR-1530: FS, HE-PR-1580: FS, HE-HS-0970: FS, HE-PI-0150: FS, HE-HS-0670: FS,",2023-08-14 00:00:00,2023-08-24 00:00:00,10
HE-PR-1200,Re-Issue after incorporating Review Comments-  H&MB Report,12,P2543-R01-Oct24..1.EN.3.19,"HE-PR-1250, HE-PR-0630, HE-HS-0670","HE-PR-1250: FS, HE-PR-0630: FS, HE-HS-0670: FF","ML1219-B19, HE-PR-1130, HE-PI-0170, HE-PR-0870, HE-PR-0450, HE-PR-0570, HE-PR-1280, HE-PR-1330, HE-PR-1380, HE-PR-1430, HE-PR-1480, HE-PR-1530, HE-PR-1580, HE-PR-1050, HE-PI-0420, HE-PI-0490, HE-PI-0350, HE-PI-0560, HE-PR-0140, HE-PR-1210, HE-PI-0620, ML12","ML1219-B19: FF, HE-PR-1130: FS, HE-PI-0170: FS, HE-PR-0870: FS, HE-PR-0450: FS, HE-PR-0570: FS, HE-PR-1280: FS, HE-PR-1330: FS, HE-PR-1380: FS, HE-PR-1430: FS, HE-PR-1480: FS, HE-PR-1530: FS, HE-PR-1580: FS, HE-PR-1050: FS, HE-PI-0420: FS, HE-PI-0490: FS,",2023-09-13 00:00:00,2023-09-29 00:00:00,16
HE-PR-1210,Obtain Company Approval-  H&MB Report,9,P2543-R01-Oct24..1.EN.3.19,HE-PR-1200,HE-PR-1200: FS,HE-PR-1220,HE-PR-1220: FS,2023-10-03 00:00:00,2023-10-16 00:00:00,13
HE-PR-1220,Final Issue for Design/ Construction- H&MB Report,26,P2543-R01-Oct24..1.EN.3.19,"HE-PR-1210, HE-PR-0650","HE-PR-1210: FS, HE-PR-0650: FS","ML1219-B19, HE-PR-0160, ML1014-B10, HE-PI-0580, HE-PI-0510, HE-PI-0370, HE-PI-0440, HE-PI-0620, ML1219-B29, CAB-4400","ML1219-B19: FF, HE-PR-0160: FS, ML1014-B10: FS, HE-PI-0580: FS, HE-PI-0510: FS, HE-PI-0370: FS, HE-PI-0440: FS, HE-PI-0620: FS, ML1219-B29: FF, CAB-4400: FS",2024-05-28 07:30:00,2024-07-08 17:30:00,41
HE-PR-0850,Issue ICR- Isolation & Tie-In philosophy,7,P2543-R01-Oct24..1.EN.3.5,HE-DB-0010,HE-DB-0010: FS,"HE-PR-0110, HE-WS-0050, HE-PR-0860","HE-PR-0110: FS, HE-WS-0050: FS, HE-PR-0860: FS",2023-08-06 00:00:00,2023-08-16 00:00:00,10
HE-PR-0860,Receive Company Comments-Isolation & Tie-In philosophy,8,P2543-R01-Oct24..1.EN.3.5,HE-PR-0850,HE-PR-0850: FS,"HE-PR-0870, HE-PR-0280, HS-CN-0510","HE-PR-0870: FS, HE-PR-0280: FS, HS-CN-0510: FS 14",2023-08-15 00:00:00,2023-08-25 00:00:00,10
HE-PR-0870,Re-Issue for Approval-Isolation & Tie-In philosophy,8,P2543-R01-Oct24..1.EN.3.5,"HE-PR-0040, HE-PR-1240, HE-PR-1250, HE-PR-0060, HE-WS-0030, HE-HS-0670, HE-PR-0070, HE-PR-1200, HE-PR-0860","HE-PR-0040: FS, HE-PR-1240: FS, HE-PR-1250: FS, HE-PR-0060: FS, HE-WS-0030: FS, HE-HS-0670: SS, HE-PR-0070: FS, HE-PR-1200: FS, HE-PR-0860: FS",HE-PR-0880,HE-PR-0880: FS,2023-10-03 00:00:00,2023-10-13 00:00:00,10
HE-PR-0880,Obtain Company Approval-Isolation & Tie-In philosophy,5,P2543-R01-Oct24..1.EN.3.5,HE-PR-0870,HE-PR-0870: FS,"ML1010-B14, HE-PR-0890","ML1010-B14: FF, HE-PR-0890: FS",2023-10-13 00:00:00,2023-10-20 00:00:00,7
HE-PR-0890,Final Issue for Design/ Construction-Isolation & Tie-In philosophy,4,P2543-R01-Oct24..1.EN.3.5,HE-PR-0880,HE-PR-0880: FS,"C-COM-770, C-COM-770, C-COM-800, C-56-PL-607-PI-1000, C-56-PL-607-PI-1200, C-56-PL-607-PI-1800, C-56-PL-607-PI-2000, C-56-G-HT-PI-1000, C-56-G-HT-PI-1200, C-56-G-HT-PI-1800, C-56-G-HT-PI-2000, C-56-PR-838-PI-1000, C-56-PR-838-PI-1200, C-56-PR-838-PI-1800,","C-COM-770: FS, C-COM-770: FF, C-COM-800: FS, C-56-PL-607-PI-1000: FS, C-56-PL-607-PI-1200: FS, C-56-PL-607-PI-1800: FS, C-56-PL-607-PI-2000: FS, C-56-G-HT-PI-1000: FS, C-56-G-HT-PI-1200: FS, C-56-G-HT-PI-1800: FS, C-56-G-HT-PI-2000: FS, C-56-PR-838-PI-1000",2024-01-15 00:00:00,2024-01-19 00:00:00,4
HE-PR-0110,Issue ICR- P&ID's,10,P2543-R01-Oct24..1.EN.3.11,"HE-PI-0010, HE-PR-0850, HE-DB-0010, HE-PR-0040, HE-PR-1240","HE-PI-0010: SS 5, HE-PR-0850: FS, HE-DB-0010: FS, HE-PR-0040: FS, HE-PR-1240: FS 8","ML1030, ML1859-E31, ML1749-E20, HE-IC-1210, HE-IC-1090, HE-IC-1030, HE-IC-0070, HE-IC-1330, HE-PI-0130, HE-IC-1450, HE-IC-0550, HE-PI-0960, HE-PI-0900, HE-WS-0030, HE-PL-0310, HE-IC-0250, HE-PR-0250, HE-PR-0120, HE-IC-0490, HE-IC-0190, HE-PR-1090, C-COM-79","ML1030: FS, ML1859-E31: FS, ML1749-E20: FS, HE-IC-1210: FS, HE-IC-1090: FS, HE-IC-1030: FS, HE-IC-0070: FF 2, HE-IC-1330: FS, HE-PI-0130: FS, HE-IC-1450: FS, HE-IC-0550: FS, HE-PI-0960: FS, HE-PI-0900: FS, HE-WS-0030: FS, HE-PL-0310: FS, HE-IC-0250: SS, HE",2023-09-10 00:00:00,2023-09-25 00:00:00,15
HE-PR-0120,Receive Company Comments-P&ID's,7,P2543-R01-Oct24..1.EN.3.11,HE-PR-0110,HE-PR-0110: FS,"HE-PR-0130, HE-PR-0170","HE-PR-0130: FS, HE-PR-0170: FS",2023-09-30 00:00:00,2023-10-11 00:00:00,11
HE-PR-0170,Issues for Design Review,5,P2543-R01-Oct24..1.EN.3.11,HE-PR-0120,HE-PR-0120: FS,HE-PR-0240,HE-PR-0240: FS,2023-10-16 00:00:00,2023-10-23 00:00:00,7
HE-PR-0240,Receive comments from Design Review,3,P2543-R01-Oct24..1.EN.3.11,HE-PR-0170,HE-PR-0170: FS,HE-PR-0130,HE-PR-0130: FS,2023-10-24 00:00:00,2023-10-27 00:00:00,3
HE-PR-0130,Re-Issue for HAZOP Studies- P&ID's review,4,P2543-R01-Oct24..1.EN.3.11,"HE-PR-1250, HE-PR-0120, HE-WS-0030, HE-PR-0060, HE-PR-0240","HE-PR-1250: FF, HE-PR-0120: FS, HE-WS-0030: FS, HE-PR-0060: FF, HE-PR-0240: FS","HE-HS-0970, HE-PI-0150, HE-HS-0670, HE-WS-0050, HE-HS-0490, C-COM-790, CAB-5290, ML1012-B06, HE-PR-0140, HE-PI-0130, HE-WS-0210","HE-HS-0970: FS, HE-PI-0150: FS, HE-HS-0670: FS, HE-WS-0050: FS, HE-HS-0490: FS, C-COM-790: FS, CAB-5290: FS, ML1012-B06: FS, HE-PR-0140: FS, HE-PI-0130: FS 10, HE-WS-0210: FS 5",2023-11-10 00:00:00,2023-11-16 00:00:00,6
HE-PR-0140,Re-Issue after incorporating HAZOP /Review Comments- P&ID's,8,P2543-R01-Oct24..1.EN.3.11,"HE-PR-0130, HE-HS-0670, HE-PR-0070, HE-PR-1200, HE-PI-0050","HE-PR-0130: FS, HE-HS-0670: SS, HE-PR-0070: FS 20, HE-PR-1200: FS, HE-PI-0050: FS","HE-PR-0810, HE-PR-0450, HE-PR-0750, HE-PR-0150, HE-PR-0570, HE-PI-0150, HE-EL-0090, HE-PR-1280, HE-PR-1330, HE-PR-1380, HE-PR-1430, HE-PR-1480, HE-PR-1530, HE-PR-1580, HE-PR-1130, HE-PI-0620, ML1219-B29, CAB-4400","HE-PR-0810: FS, HE-PR-0450: FS, HE-PR-0750: FS, HE-PR-0150: FS, HE-PR-0570: FS, HE-PI-0150: FS, HE-EL-0090: FS, HE-PR-1280: FS, HE-PR-1330: FS 20, HE-PR-1380: FS, HE-PR-1430: FS, HE-PR-1480: FS, HE-PR-1530: FS, HE-PR-1580: FS, HE-PR-1130: FS, HE-PI-0620: F",2023-12-09 00:00:00,2023-12-21 00:00:00,12
HE-PR-0150,Obtain Company Approval-P&ID's,12,P2543-R01-Oct24..1.EN.3.11,HE-PR-0140,HE-PR-0140: FS,"HE-PR-0160, HE-PI-0170","HE-PR-0160: FS, HE-PI-0170: FS",2023-12-22 00:00:00,2024-01-10 00:00:00,19
HE-PR-0270,Re-Issue for Approval-Tie-In Schedule,22,P2543-R01-Oct24..1.EN.3.15,HE-PR-0260,HE-PR-0260: FS,HE-PR-0280,HE-PR-0280: FS,2023-08-26 00:00:00,2023-09-27 00:00:00,32
HE-PR-0280,Obtain Company Approval-Tie-In Schedule,9,P2543-R01-Oct24..1.EN.3.15,"HE-PR-0270, HE-PR-0860","HE-PR-0270: FS, HE-PR-0860: FS",HE-PR-0290,HE-PR-0290: FS,2023-09-28 00:00:00,2023-10-11 00:00:00,13
HE-PR-0250,Issue ICR-Tie-In Schedule,5,P2543-R01-Oct24..1.EN.3.15,"HE-PR-0040, HE-PR-1240, HE-PR-1250, HE-PR-0060, HE-WS-0030, HE-PR-0110","HE-PR-0040: FS, HE-PR-1240: FS, HE-PR-1250: FS, HE-PR-0060: FS, HE-WS-0030: FS, HE-PR-0110: FS 10",HE-PR-0260,HE-PR-0260: FS,2023-11-16 00:00:00,2023-11-23 00:00:00,7
HE-PR-0260,Receive Company Comments-Tie-In Schedule,12,P2543-R01-Oct24..1.EN.3.15,HE-PR-0250,HE-PR-0250: FS,HE-PR-0270,HE-PR-0270: FS,2023-11-25 00:00:00,2023-12-14 00:00:00,19
HE-PR-0290,Final Issue for Design/ Construction-Tie-In Schedule,12,P2543-R01-Oct24..1.EN.3.15,HE-PR-0280,HE-PR-0280: FS,"ML1219-B29, CAB-4440, C-56-PL-607-PI-1000, C-56-PL-607-PI-1200, C-56-PL-607-PI-1800, C-56-PL-607-PI-2000, C-56-G-HT-PI-1000, C-56-G-HT-PI-1200, C-56-G-HT-PI-1800, C-56-G-HT-PI-2000, C-56-PR-838-PI-1000, C-56-PR-838-PI-1200, C-56-PR-838-PI-1800, C-56-PR-838","ML1219-B29: FF, CAB-4440: FS, C-56-PL-607-PI-1000: FS, C-56-PL-607-PI-1200: FS, C-56-PL-607-PI-1800: FS, C-56-PL-607-PI-2000: FS, C-56-G-HT-PI-1000: FS, C-56-G-HT-PI-1200: FS, C-56-G-HT-PI-1800: FS, C-56-G-HT-PI-2000: FS, C-56-PR-838-PI-1000: FS, C-56-PR-8",2024-07-15 07:30:00,2024-07-31 00:00:00,15
HE-PR-0310,Issue ICR- Process Datasheets - Custody Metering Skid - (at Sweihan CRS),8,P2543-R01-Oct24..1.EN.3.20.16,"HE-DB-0010, ML1002","HE-DB-0010: FS 4, ML1002: SS","HE-IC-1150, HE-PR-1030, HE-PR-0320, HE-PR-0370, HE-IC-1150","HE-IC-1150: SS, HE-PR-1030: FF, HE-PR-0320: FS, HE-PR-0370: SS, HE-IC-1150: FS",2023-08-14 00:00:00,2023-08-24 00:00:00,10
HE-PR-0320,Receive Company Comments- Process Datasheets - Custody  Metering Skid - (at Sweihan CRS),6,P2543-R01-Oct24..1.EN.3.20.16,HE-PR-0310,HE-PR-0310: FS,HE-PR-0330,HE-PR-0330: FS 20,2023-08-25 00:00:00,2023-09-03 00:00:00,9
HE-PR-0330,Re-Issue for Approval- Process Datasheets - Custody  Metering Skid - (at Sweihan CRS),4,P2543-R01-Oct24..1.EN.3.20.16,HE-PR-0320,HE-PR-0320: FS 20,HE-PR-0340,HE-PR-0340: FS,2023-10-06 00:00:00,2023-10-12 00:00:00,6
HE-PR-0340,Obtain Company Approval- Process Datasheets - Custody  Metering Skid - (at Sweihan CRS),9,P2543-R01-Oct24..1.EN.3.20.16,HE-PR-0330,HE-PR-0330: FS,HE-PR-0350,HE-PR-0350: FS,2023-10-13 00:00:00,2023-10-26 00:00:00,13
HE-PR-0350,Final Issue for Design/ Construction-Process Datasheets - Custody  Metering Skid - (at Sweihan CRS),4,P2543-R01-Oct24..1.EN.3.20.16,"HE-PR-0340, HE-PR-0530","HE-PR-0340: FS, HE-PR-0530: FS","HE-IC-1190, HE-PR-1070, CAB-4400, HE-PR-0410, HE-IC-1170","HE-IC-1190: FS, HE-PR-1070: FS, CAB-4400: FS, HE-PR-0410: FS, HE-IC-1170: FS",2024-01-29 00:00:00,2024-02-02 00:00:00,4
HE-PR-0370,Issue ICR- Process Datasheets - PRS Skid (at Sweihan CRS),8,P2543-R01-Oct24..1.EN.3.20.12,"HE-PR-0310, ML1002","HE-PR-0310: SS, ML1002: SS","HE-PR-0380, HE-PR-1030, HE-IC-1210, HE-IC-1210","HE-PR-0380: FS, HE-PR-1030: FF, HE-IC-1210: SS, HE-IC-1210: FS",2023-08-14 00:00:00,2023-08-24 00:00:00,10
HE-PR-0380,Receive Company Comments- Process Datasheets - PRS Skid (at Sweihan CRS),6,P2543-R01-Oct24..1.EN.3.20.12,HE-PR-0370,HE-PR-0370: FS,HE-PR-0390,HE-PR-0390: FS 20,2023-08-25 00:00:00,2023-09-03 00:00:00,9
HE-PR-0390,Re-Issue for Approval- Process Datasheets - PRS Skid (at Sweihan CRS),5,P2543-R01-Oct24..1.EN.3.20.12,HE-PR-0380,HE-PR-0380: FS 20,HE-PR-0400,HE-PR-0400: FS,2023-09-15 00:00:00,2023-09-22 00:00:00,7
HE-PR-0400,Obtain Company Approval- Process Datasheets - PRS Skid (at Sweihan CRS),5,P2543-R01-Oct24..1.EN.3.20.12,HE-PR-0390,HE-PR-0390: FS,HE-PR-0410,HE-PR-0410: FS,2023-11-08 00:00:00,2023-11-15 00:00:00,7
HE-PR-0410,Final Issue for Design/ Construction-Process Datasheets - PRS Skid (at Sweihan CRS),143,P2543-R01-Oct24..1.EN.3.20.12,"HE-PR-0400, HE-IC-0110, HE-PR-0350","HE-PR-0400: FS, HE-IC-0110: FS, HE-PR-0350: FS","HE-IC-1250, CAB-4400, HE-PR-1070, HE-IC-1790, CAB-4460, HE-IC-1240","HE-IC-1250: FS, CAB-4400: FS, HE-PR-1070: FS, HE-IC-1790: FS, CAB-4460: FS, HE-IC-1240: FS",2023-11-16 00:00:00,2024-06-14 00:00:00,211
HE-PR-0430,Issue ICR- Process Datasheets - Filters (At Sweihan CRS),8,P2543-R01-Oct24..1.EN.3.20.21,"HE-DB-0010, ML1002","HE-DB-0010: FS 3, ML1002: SS","HE-PR-0440, HE-ME-0070, HE-PR-1030","HE-PR-0440: FS, HE-ME-0070: FS, HE-PR-1030: FF",2023-08-08 00:00:00,2023-08-18 00:00:00,10
HE-PR-0440,Receive Company Comments- Process Datasheets - Filters (At Sweihan CRS),6,P2543-R01-Oct24..1.EN.3.20.21,HE-PR-0430,HE-PR-0430: FS,"HE-PR-0450, HE-ME-0070","HE-PR-0450: FS, HE-ME-0070: FS",2023-08-19 00:00:00,2023-08-29 00:00:00,10
HE-PR-0450,Re-Issue for Approval- Process Datasheets - Filters (At Sweihan CRS),5,P2543-R01-Oct24..1.EN.3.20.21,"HE-PR-0040, HE-PR-1240, HE-PR-1250, HE-PR-0060, HE-WS-0030, HE-HS-0670, HE-PR-0070, HE-PR-1200, HE-PR-0140, HE-PR-0440","HE-PR-0040: FS, HE-PR-1240: FS, HE-PR-1250: FS, HE-PR-0060: FS, HE-WS-0030: FS, HE-HS-0670: SS, HE-PR-0070: FS, HE-PR-1200: FS, HE-PR-0140: FS, HE-PR-0440: FS",HE-PR-0460,HE-PR-0460: FS,2023-09-14 00:00:00,2023-09-21 00:00:00,7
HE-PR-0460,Obtain Company Approval- Process Datasheets - Filters (At Sweihan CRS),4,P2543-R01-Oct24..1.EN.3.20.21,HE-PR-0450,HE-PR-0450: FS,HE-PR-0470,HE-PR-0470: FS,2023-10-06 00:00:00,2023-10-12 00:00:00,6
HE-PR-0470,Final Issue for Design/ Construction-Process Datasheets - Filters (At Sweihan CRS),7,P2543-R01-Oct24..1.EN.3.20.21,"HE-PR-0460, HE-ME-0050, HE-ME-260, HE-IC-610","HE-PR-0460: FS, HE-ME-0050: FS, HE-ME-260: FS, HE-IC-610: FS","HE-ME-0110, HE-PR-1070, CAB-4400","HE-ME-0110: SS, HE-PR-1070: FS, CAB-4400: FS",2023-11-21 00:00:00,2023-11-30 00:00:00,9
